modelvec,id,firm,market,price,const,mpd,air,space,hpwt,share,share_out,prodvec,newmodv,mpg,quantity
SBDL,4091,5,17,7.753521,1,2.756118,0,1.141884,0.410023,0.000431,0.89381,SBDL,SBDL86,2.3,39.307
SBDLSW,4092,5,17,8.105634,1,2.995781,0,1.162812,0.386266,0.000904,0.89381,SBDLSW,SBDLSW87,2.5,82.408
SBXT,4095,5,17,8.444542,1,2.995781,0,1.16508,0.412281,0.000196,0.89381,SBXT,SBXT87,2.5,17.901
TYTERC,4096,1,17,5.764085,1,4.313924,0,1.00672,0.38,0.001104,0.89381,TYTERC,TYTERC87,3.6,100.59
TYCORO,4099,1,17,7.198944,1,3.594937,0,1.070972,0.346767,0.001311,0.89381,TYCORO,TYCORO83,3,119.447
TYCELI,4100,1,17,9.329225,1,3.235443,0,1.168328,0.468432,0.000871,0.89381,TYCELI,TYCELI87,2.7,79.333
TYSUPR,4101,1,17,17.596831,1,2.037131,1,1.249653,0.576701,0.000328,0.89381,TYSUPR,TYSUPR86,1.7,29.907
TYCAMR,4102,1,17,9.373239,1,3.235443,0,1.225533,0.421245,0.002048,0.89381,TYCAMR,TYCAMR87,2.7,186.633
TYMR2,4104,1,17,11.045775,1,3.115612,0,1.02008,0.476596,0.000174,0.89381,TYMR2,TYMR287,2.6,15.847
TYCRES,4105,1,17,17.033451,1,2.276793,1,1.24887,0.473301,0.000241,0.89381,TYCRES,TYCRES83,1.9,21.968
VWFOX,4107,7,17,5.713028,1,3.115612,0,1.02942,0.369863,0.000441,0.89381,VWFOX,VWFOX87,2.6,40.176
VWCABR,4109,7,17,11.663732,1,2.875949,0,0.971346,0.39929,0.000149,0.89381,VWCABR,VWCABR87,2.4,13.563
VWJETT,4111,7,17,8.371479,1,3.115612,0,1.124635,0.364807,0.000577,0.89381,VWJETT,VWJETT85,2.6,52.553
VWSCIR,4112,7,17,9.401408,1,2.875949,0,1.06048,0.405223,7.70E-05,0.89381,VWSCIR,VWSCIR84,2.4,6.971
VWQUAN,4113,7,17,13.191021,1,2.276793,1,1.20624,0.413378,7.40E-05,0.89381,VWQUAN,VWQUAN87,1.9,6.722
VVDL,4115,6,17,13.358275,1,2.636287,1,1.285623,0.386441,0.000539,0.89381,VVDL,VVDL84,2.2,49.107
VV740G,4117,6,17,17.257923,1,2.756118,1,1.305612,0.389344,0.000454,0.89381,VV740G,VV740G86,2.3,41.36
VV760G,4119,6,17,24.014085,1,2.636287,1,1.305612,0.462372,0.000155,0.89381,VV760G,VV760G87,2.2,14.109
VV780G,4121,6,17,30.620599,1,2.516456,1,1.308384,0.435566,6.00E-06,0.89381,VV780G,VV780G87,2.1,0.511
YUHATC,4122,23,17,3.512324,1,3.594937,0,0.84373,0.29476,0.000536,0.89381,YUHATC,YUHATC87,3,48.812
BKSKYH,4200,19,18,7.509721,1,3.126321,0,1.18105,0.400668,0.000281,0.891612,BKSKYH,BKSKYH82,2.5,26.056
BKCENT,4204,19,18,9.968724,1,3.001268,0,1.312354,0.354815,0.001422,0.891612,BKCENT,BKCENT82,2.4,131.994
BKREGA,4208,19,18,10.523246,1,2.501057,0,1.379996,0.423298,0.001324,0.891612,BKREGA,BKREGA88,2,122.871
BKLASA,4209,19,18,12.176669,1,2.376004,1,1.42266,0.463106,0.001524,0.891612,BKLASA,BKLASA88,1.9,141.44
BKELEC,4211,19,18,14.775148,1,2.376004,1,1.42628,0.501825,0.00091,0.891612,BKELEC,BKELEC88,1.9,84.453
BKRIVI,4213,19,18,18.271344,1,2.376004,1,1.342224,0.490488,0.000127,0.891612,BKRIVI,BKRIVI88,1.9,11.75
BKREAT,4214,19,18,21.132713,1,2.376004,1,1.33444,0.492537,4.90E-05,0.891612,BKREAT,BKREAT88,1.9,4.514
CDCIMM,4215,19,18,13.584954,1,2.501057,1,1.1557,0.453556,6.30E-05,0.891612,CDCIMM,CDCIMM88,2,5.884
CDSEVI,4216,19,18,23.353339,1,2.125899,1,1.352772,0.449406,0.000242,0.891612,CDSEVI,CDSEVI88,1.7,22.439
CDDEVI,4217,19,18,19.783601,1,2.125899,1,1.408905,0.450975,0.001727,0.891612,CDDEVI,CDDEVI88,1.7,160.291
CDELDO,4219,19,18,21.040575,1,2.125899,1,1.363256,0.456016,0.000336,0.891612,CDELDO,CDELDO88,1.7,31.199
CDBROU,4220,19,18,20.157227,1,2.125899,1,1.66413,0.336862,0.00047,0.891612,CDBROU,CDBROU88,1.7,43.67
CDALLA,4221,19,18,47.787828,1,2.000846,1,1.310924,0.487246,3.30E-05,0.891612,CDALLA,CDALLA87,1.6,3.065
CVSPRI,4222,19,18,5.566357,1,5.502326,0,0.893368,0.296296,0.000518,0.891612,CVSPRI,CVSPRI85,4.4,48.088
CVSPEC,4223,19,18,6.897718,1,4.626956,0,1.001064,0.351936,0.000736,0.891612,CVSPEC,CVSPEC85,3.7,68.347
CVNOVA,4224,19,18,7.434489,1,3.126321,0,1.070972,0.325645,0.001043,0.891612,CVNOVA,CVNOVA85,2.5,96.868
CVCAVA,4225,19,18,6.927303,1,3.126321,0,1.155609,0.380872,0.003299,0.891612,CVCAVA,CVCAVA84,2.5,306.267
CVCORS,4227,19,18,7.60355,1,3.126321,0,1.24712,0.347625,0.004097,0.891612,CVCORS,CVCORS87,2.5,380.301
CVCELE,4229,19,18,9.319527,1,3.001268,0,1.304919,0.35443,0.002724,0.891612,CVCELE,CVCELE84,2.4,252.861
CVCAMA,4233,19,18,9.294167,1,2.125899,0,1.39776,0.442043,0.001095,0.891612,CVCAMA,CVCAMA86,1.7,101.665
CVMONT,4235,19,18,10.422654,1,2.376004,0,1.438872,0.435866,0.00031,0.891612,CVMONT,CVMONT87,1.9,28.74
CVCAPR,4237,19,18,10.169062,1,2.376004,0,1.599988,0.39548,0.001864,0.891612,CVCAPR,CVCAPR73,1.9,172.993
CVCORV,4240,19,18,24.919696,1,2.000846,1,1.25315,0.743264,0.000251,0.891612,CVCORV,CVCORV87,1.6,23.281
CRLABA,4241,16,18,9.540152,1,2.876216,0,1.21788,0.363423,0.000217,0.891612,CRLABA,CRLABA88,2.3,20.113
CRGTS,4243,16,18,9.127642,1,2.876216,0,1.231449,0.378644,0.000163,0.891612,CRGTS,CRGTS85,2.3,15.169
CRCONQ,4244,16,18,15.346577,1,2.250951,0,1.182956,0.620872,0.000106,0.891612,CRCONQ,CRCONQ88,1.8,9.873
CRNEWY,4245,16,18,14.721893,1,2.376004,1,1.32616,0.423149,0.000901,0.891612,CRNEWY,CRNEWY88,1.9,83.622
CRFIFT,4246,16,18,14.575655,1,2.125899,1,1.532972,0.372439,0.000387,0.891612,CRFIFT,CRFIFT84,1.7,35.967
DGCOLT,4247,16,18,6.444632,1,4.001691,0,1.07653,0.331546,0.000861,0.891612,DGCOLT,DGCOLT87,3.2,79.885
DGVIST,4249,16,18,9.401522,1,2.876216,0,1.131408,0.364326,0.000209,0.891612,DGVIST,DGVIST88,2.3,19.439
DGOMNI,4251,16,18,5.071006,1,3.126321,0,1.090176,0.417978,0.000643,0.891612,DGOMNI,DGOMNI85,2.5,59.664
DGARIE,4252,16,18,5.912933,1,3.126321,0,1.21448,0.374245,0.001104,0.891612,DGARIE,DGARIE83,2.5,102.489
DGSHAD,4254,16,18,6.825866,1,3.126321,0,1.15083,0.393082,0.000981,0.891612,DGSHAD,DGSHAD87,2.5,91.09
DGDAYT,4255,16,18,8.303466,1,2.876216,0,1.21275,0.358744,0.000777,0.891612,DGDAYT,DGDAYT84,2.3,72.171
DG600,4256,16,18,9.010144,1,2.876216,0,1.180938,0.358382,0.000129,0.891612,DG600,DG60083,2.3,11.943
DGLANC,4257,16,18,8.860524,1,3.126321,0,1.232132,0.377929,0.000108,0.891612,DGLANC,DGLANC85,2.5,10.032
DGDYNA,4258,16,18,9.861369,1,2.876216,0,1.3152,0.314614,0.000894,0.891612,DGDYNA,DGDYNA88,2.3,83.012
DGDIPL,4260,16,18,10.251057,1,2.125899,0,1.518132,0.390625,0.00022,0.891612,DGDIPL,DGDIPL84,1.7,20.414
FDFEST,4261,18,18,4.873204,1,4.752008,0,0.88796,0.338587,0.000745,0.891612,FDFEST,FDFEST88,3.8,69.167
FDESCO,4262,18,18,6.217244,1,3.251374,0,1.099871,0.405041,0.004178,0.891612,FDESCO,FDESCO87,2.6,387.815
FDTEMP,4265,18,18,7.445478,1,2.751163,0,1.18236,0.37911,0.003072,0.891612,FDTEMP,FDTEMP88,2.2,285.141
FDMUST,4266,18,18,7.376162,1,3.126321,0,1.241036,0.327154,0.001832,0.891612,FDMUST,FDMUST88,2.5,170.08
FDTAUR,4268,18,18,10.849535,1,2.876216,0,1.333872,0.312283,0.004036,0.891612,FDTAUR,FDTAUR86,2.3,374.627
FDCRNV,4271,18,18,12.863905,1,2.125899,1,1.63525,0.39693,0.00123,0.891612,FDCRNV,FDCRNV84,1.7,114.212
FDTHUN,4273,18,18,11.495351,1,2.62611,1,1.436931,0.435459,0.00127,0.891612,FDTHUN,FDTHUN88,2.1,117.866
CRPREM,4276,16,18,11.076923,1,2.751163,0,1.345046,0.524843,0.00044,0.891612,CRPREM,CRPREM88,2.2,40.872
CREAGL,4277,16,18,10.984784,1,3.126321,1,1.307907,0.319817,1.50E-05,0.891612,CREAGL,CREAGL88,2.5,1.392
LCTOWN,4278,18,18,19.548605,1,2.125899,1,1.71039,0.366479,0.001311,0.891612,LCTOWN,LCTOWN84,1.7,121.674
LCMARK,4279,18,18,21.146238,1,2.125899,1,1.437852,0.596501,0.000243,0.891612,LCMARK,LCMARK88,1.7,22.526
LCCONT,4280,18,18,22.043956,1,2.125899,1,1.491077,0.385888,0.000511,0.891612,LCCONT,LCCONT86,1.7,47.424
MCTRAC,4281,18,18,7.070161,1,3.50148,0,1.0692,0.411899,0.000635,0.891612,MCTRAC,MCTRAC88,2.8,58.921
MCTOPA,4283,18,18,7.880811,1,2.751163,0,1.18236,0.375767,0.000999,0.891612,MCTOPA,MCTOPA88,2.2,92.723
MCCOUG,4284,18,18,11.947591,1,2.62611,1,1.427688,0.432499,0.001088,0.891612,MCCOUG,MCCOUG88,2.1,100.961
MCSABL,4286,18,18,11.956889,1,2.62611,1,1.351572,0.45205,0.001284,0.891612,MCSABL,MCSABL86,2.1,119.218
MCGRAN,4288,18,18,13.609467,1,2.125899,1,1.654625,0.39185,0.001232,0.891612,MCGRAN,MCGRAN84,1.7,114.385
ODFIRE,4290,19,18,7.857143,1,3.126321,0,1.1453,0.377992,9.90E-05,0.891612,ODFIRE,ODFIRE84,2.5,9.148
ODCUTL,4292,19,18,10.858833,1,2.376004,0,1.36391,0.422583,0.001252,0.891612,ODCUTL,ODCUTL88,1.9,116.179
ODCALA,4293,19,18,8.723584,1,2.876216,0,1.196172,0.385979,0.001143,0.891612,ODCALA,ODCALA85,2.3,106.117
ODCIER,4295,19,18,9.852916,1,3.001268,0,1.322585,0.35858,0.002557,0.891612,ODCIER,ODCIER84,2.4,237.386
ODSUPC,4299,19,18,11.126796,1,2.250951,0,1.432,0.440252,0.001252,0.891612,ODSUPC,ODSUPC88,1.8,116.179
ODDELT,4300,19,18,12.255283,1,2.376004,1,1.421212,0.481386,0.001704,0.891612,ODDELT,ODDELT87,1.9,158.205
ODREG9,4302,19,18,15.211327,1,2.125899,1,1.421212,0.5,0.00079,0.891612,ODREG9,ODREG988,1.7,73.348
ODTORO,4303,19,18,17.411665,1,2.376004,1,1.3275,0.490488,0.00016,0.891612,ODTORO,ODTORO88,1.9,14.887
PLCOLT,4304,16,18,6.444632,1,4.001691,0,1.07653,0.331546,0.000861,0.891612,PLCOLT,PLCOLT84,3.2,79.885
PLHORI,4308,16,18,5.071006,1,3.126321,0,1.090176,0.417978,0.000659,0.891612,PLHORI,PLHORI87,2.5,61.142
PLRELI,4309,16,18,5.912933,1,3.126321,0,1.17876,0.374245,0.001183,0.891612,PLRELI,PLRELI83,2.5,109.858
PLSUND,4311,16,18,6.910397,1,3.126321,0,1.155541,0.393082,0.000961,0.891612,PLSUND,PLSUND87,2.5,89.218
PLCARA,4312,16,18,9.010144,1,2.876216,0,1.25868,0.35852,0.000139,0.891612,PLCARA,PLCARA85,2.3,12.903
PLGRAN,4313,16,18,10.251057,1,2.125899,0,1.518132,0.391499,0.000143,0.891612,PLGRAN,PLGRAN84,1.7,13.315
PTLEMA,4314,19,18,6.69907,1,3.751586,0,1.132668,0.348892,0.00069,0.891612,PTLEMA,PTLEMA88,3,64.037
PTSUNB,4315,19,18,7.184277,1,3.376427,0,1.18105,0.405748,0.000922,0.891612,PTSUNB,PTSUNB87,2.7,85.573
PTGRAN,4316,19,18,8.511412,1,2.876216,0,1.180375,0.38162,0.002499,0.891612,PTGRAN,PTGRAN86,2.3,232.01
PT6000,4317,19,18,9.46661,1,3.001268,0,1.35936,0.351759,0.001055,0.891612,PT6000,PT600082,2.4,97.926
PTFIER,4321,19,18,7.606932,1,3.001268,0,1.12539,0.377358,0.00026,0.891612,PTFIER,PTFIER84,2.4,24.121
PTFIRE,4322,19,18,9.297549,1,2.125899,0,1.361844,0.435203,0.00063,0.891612,PTFIRE,PTFIRE85,1.7,58.493
PTBONN,4324,19,18,11.918005,1,2.376004,1,1.438588,0.458015,0.00116,0.891612,PTBONN,PTBONN87,1.9,107.695
PTGRAN,4325,19,18,10.599324,1,2.501057,0,1.37811,0.427913,0.001104,0.891612,PTGRAN,PTGRAN88,2,102.5
PTSAFA,4326,19,18,12.273035,1,2.125899,1,1.705743,0.340716,7.20E-05,0.891612,PTSAFA,PTSAFA87,1.7,6.647
ACINTE,4327,3,18,9.551986,1,2.125899,0,1.12504,0.493724,0.000619,0.891612,ACINTE,ACINTE86,1.7,57.468
ACLEGE,4328,3,18,17.759932,1,2.376004,1,1.293602,0.524943,0.000762,0.891612,ACLEGE,ACLEGE86,1.9,70.77
ARMILA,4329,20,18,14.835165,1,2.250951,1,1.09461,0.529756,2.50E-05,0.891612,ARMILA,ARMILA87,1.8,2.328
ARSPID,4330,20,18,16.382079,1,2.62611,0,1.082008,0.44957,2.30E-05,0.891612,ARSPID,ARSPID82,2.1,2.148
AD5000,4331,7,18,18.748943,1,2.501057,1,1.375878,0.457103,5.70E-05,0.891612,AD5000,AD500088,2,5.333
AD80,4333,7,18,15.722739,1,2.751163,1,1.175921,0.420561,6.10E-05,0.891612,AD80,AD8088,2.2,5.702
AD90,4334,7,18,20.566357,1,2.250951,1,1.175921,0.475842,6.60E-05,0.891612,AD90,AD9088,1.8,6.106
BW325,4335,8,18,20.625528,1,2.125899,1,1.115856,0.452118,0.000395,0.891612,BW325,BW32586,1.7,36.671
BW528e,4336,8,18,26.627219,1,2.376004,1,1.26441,0.409677,0.000201,0.891612,BW528e,BW528e82,1.9,18.629
BW735i,4338,8,18,44.801352,1,1.875793,1,1.403358,0.542373,0.000143,0.891612,BW735i,BW735i88,1.5,13.308
BW635C,4339,8,18,38.884193,1,1.875793,1,1.315902,0.589235,2.00E-05,0.891612,BW635C,BW635C88,1.5,1.863
BWM6,4340,8,18,47.252747,1,1.250529,1,1.315902,0.717087,7.00E-06,0.891612,BWM6,BWM688,1,0.666
HDCIVI,4341,3,18,7.434489,1,4.37685,0,1.097235,0.451202,0.00243,0.891612,HDCIVI,HDCIVI88,3.5,225.543
HDACCO,4344,3,18,9.446323,1,3.376427,0,1.207134,0.394843,0.0039,0.891612,HDACCO,HDACCO86,2.7,362
HDPREL,4345,3,18,11.407439,1,2.876216,1,1.181788,0.412371,0.000566,0.891612,HDPREL,HDPREL83,2.3,52.541
HYEXCE,4346,21,18,4.898563,1,2.876216,0,1.01591,0.315399,0.002847,0.891612,HYEXCE,HYEXCE87,2.3,264.282
ISI-MA,4347,13,18,6.575655,1,4.126744,0,1.01727,0.361384,0.000186,0.891612,ISI-MA,ISI-MA86,3.3,17.31
ISIMPU,4348,13,18,11.52071,1,2.501057,1,1.125352,0.380623,7.80E-05,0.891612,ISIMPU,ISIMPU88,2,7.21
MZ323,4349,4,18,5.874049,1,3.50148,0,1.099656,0.381395,0.000978,0.891612,MZ323,MZ32386,2.8,90.822
MZ626,4350,4,18,8.874894,1,3.001268,0,1.192345,0.42471,0.000715,0.891612,MZ626,MZ62688,2.4,66.354
MZMX6,4351,4,18,8.959425,1,3.001268,0,1.17705,0.433925,8.70E-05,0.891612,MZMX6,MZMX688,2.4,8.031
MZ929,4353,4,18,16.018597,1,2.376004,1,1.291839,0.481414,0.00028,0.891612,MZ929,MZ92988,1.9,25.981
MB190D,4354,9,18,25.325444,1,3.751586,1,1.15675,0.321799,0.00018,0.891612,MB190D,MB190D86,3,16.74
MB260E,4356,9,18,31.487743,1,2.250951,1,1.28232,0.497638,6.80E-05,0.891612,MB260E,MB260E87,1.8,6.27
MB300E,4357,9,18,36.077768,1,2.125899,1,1.28232,0.553991,0.000228,0.891612,MB300E,MB300E86,1.7,21.165
MB300S,4360,9,18,42.180896,1,2.125899,1,1.452642,0.474531,5.70E-05,0.891612,MB300S,MB300S88,1.7,5.331
MB300S,4361,9,18,44.505495,1,2.125899,1,1.492077,0.469496,5.20E-05,0.891612,MB300S,MB300S88,1.7,4.826
MB420S,4362,9,18,49.154691,1,1.875793,1,1.492077,0.517375,9.20E-05,0.891612,MB420S,MB420S87,1.5,8.5
MB560S,4363,9,18,58.038884,1,1.625687,1,1.492077,0.583333,6.30E-05,0.891612,MB560S,MB560S87,1.3,5.829
MB560S,4364,9,18,64.116653,1,1.625687,1,1.43424,0.607918,1.80E-05,0.891612,MB560S,MB560S87,1.3,1.652
MCXR4T,4365,18,18,16.115807,1,2.501057,1,1.21312,0.599726,6.20E-05,0.891612,MCXR4T,MCXR4T88,2,5.745
MCSCOR,4366,18,18,19.651733,1,2.125899,1,1.29548,0.444307,0.000103,0.891612,MCSCOR,MCSCOR88,1.7,9.516
MTPREC,4367,10,18,6.169907,1,3.376427,0,1.015279,0.306859,0.000234,0.891612,MTPREC,MTPREC87,2.7,21.713
MTMIRA,4368,10,18,7.057481,1,4.001691,0,1.117557,0.386635,0.000129,0.891612,MTMIRA,MTMIRA88,3.2,11.997
MTCORD,4369,10,18,8.934066,1,3.001268,0,1.13142,0.369593,6.40E-05,0.891612,MTCORD,MTCORD84,2.4,5.919
MTGALA,4370,10,18,13.989011,1,2.125899,1,1.226613,0.331707,0.000222,0.891612,MTGALA,MTGALA85,1.7,20.625
MTSTAR,4371,10,18,14.073542,1,2.250951,0,1.182956,0.643836,3.20E-05,0.891612,MTSTAR,MTSTAR88,1.8,3.016
NISENT,4372,2,18,7.184277,1,3.626533,0,1.089802,0.3125,0.001454,0.891612,NISENT,NISENT84,2.9,134.984
NIPULS,4374,2,18,9.846999,1,3.251374,0,1.100565,0.288945,0.000477,0.891612,NIPULS,NIPULS84,2.6,44.317
NISTAN,4375,2,18,9.390533,1,2.751163,0,1.18237,0.350224,0.000503,0.891612,NISTAN,NISTAN84,2.2,46.668
NI200S,4377,2,18,10.058326,1,2.876216,0,1.153692,0.382239,0.000344,0.891612,NI200S,NI200S84,2.3,31.9
NIMAXI,4378,2,18,14.538462,1,2.250951,1,1.20631,0.503205,0.000802,0.891612,NIMAXI,NIMAXI85,1.8,74.451
NI300Z,4380,2,18,17.454776,1,2.125899,1,1.179423,0.521492,0.000209,0.891612,NI300Z,NI300Z84,1.7,19.357
PG505,4381,14,18,13.098056,1,2.376004,1,1.277028,0.418118,7.20E-05,0.891612,PG505,PG50587,1.9,6.642
PS924S,4383,12,18,21.077768,1,2.501057,1,1.119807,0.577908,2.50E-05,0.891612,PS924S,PS924S87,2,2.321
PS944,4384,12,18,24.598478,1,2.501057,1,1.1611,0.555556,4.00E-05,0.891612,PS944,PS94483,2,3.722
PS911,4385,12,18,36.120034,1,2.250951,1,1.09785,0.776488,3.20E-05,0.891612,PS911,PS91184,1.8,2.962
PS928S,4386,12,18,55.283178,1,2.000846,1,1.287663,0.901569,1.50E-05,0.891612,PS928S,PS928S85,1.6,1.427
SA900,4387,11,18,13.077768,1,2.62611,1,1.226925,0.402194,6.60E-05,0.891612,SA900,SA90081,2.1,6.089
SA9000,4388,11,18,19.726965,1,2.62611,1,1.262386,0.413633,3.90E-05,0.891612,SA9000,SA900087,2.1,3.596
SBJUST,4389,5,18,4.814032,1,4.626956,0,0.840768,0.398792,0.000294,0.891612,SBJUST,SBJUST87,3.7,27.313
SBDL,4390,5,18,7.60355,1,3.126321,0,1.141884,0.405405,0.000371,0.891612,SBDL,SBDL86,2.5,34.397
SBDLSW,4391,5,18,8.110735,1,3.126321,0,1.156272,0.382979,0.000708,0.891612,SBDLSW,SBDLSW87,2.5,65.725
SBXT,4394,5,18,8.617921,1,3.126321,0,1.18104,0.408421,0.000152,0.891612,SBXT,SBXT87,2.5,14.077
TYTERC,4395,1,18,5.830938,1,3.876638,0,1.06688,0.39,0.001127,0.891612,TYTERC,TYTERC87,3.1,104.655
TYCORO,4397,1,18,7.521555,1,3.126321,0,1.110356,0.407793,0.001703,0.891612,TYCORO,TYCORO88,2.5,158.098
TYCELL,4399,1,18,9.465765,1,2.751163,0,1.156887,0.472085,0.000715,0.891612,TYCELL,TYCELL88,2.2,66.331
TYSUPR,4400,1,18,17.996619,1,2.250951,1,1.249653,0.578202,0.000211,0.891612,TYSUPR,TYSUPR86,1.8,19.596
TYCAMR,4401,1,18,9.212172,1,2.751163,0,1.22007,0.427509,0.002298,0.891612,TYCAMR,TYCAMR87,2.2,213.365
TYMR2,4403,1,18,10.826712,1,3.001268,0,1.02008,0.489362,8.70E-05,0.891612,TYMR2,TYMR287,2.4,8.044
TYCRES,4404,1,18,17.117498,1,2.250951,1,1.24887,0.46875,0.000153,0.891612,TYCRES,TYCRES83,1.8,14.195
VWFOX,4405,7,18,5.824176,1,3.126321,0,1.02942,0.369863,0.000613,0.891612,VWFOX,VWFOX87,2.5,56.932
VWCABR,4407,7,18,12.214708,1,3.001268,0,0.989026,0.39929,0.000138,0.891612,VWCABR,VWCABR87,2.4,12.791
VWGOLF,4408,7,18,7.354184,1,3.126321,0,1.04438,0.452694,0.000117,0.891612,VWGOLF,VWGOLF88,2.5,10.901
VWJETT,4409,7,18,7.785292,1,3.126321,0,1.124635,0.450644,0.00055,0.891612,VWJETT,VWJETT88,2.5,51.032
VWSCIR,4410,7,18,11.910397,1,2.751163,0,1.073736,0.537822,4.00E-05,0.891612,VWSCIR,VWSCIR88,2.2,3.754
VWQUAN,4411,7,18,14.814032,1,2.376004,1,1.20624,0.415722,3.30E-05,0.891612,VWQUAN,VWQUAN87,1.9,3.031
VVDL,4413,6,18,14.019442,1,2.751163,1,1.278027,0.389344,0.000427,0.891612,VVDL,VVDL84,2.2,39.597
VV740,4415,6,18,18.131868,1,2.751163,1,1.305612,0.388813,0.000483,0.891612,VV740,VV74085,2.2,44.882
VV760,4417,6,18,26.373626,1,2.125899,1,1.305612,0.437934,0.000126,0.891612,VV760,VV76085,1.7,11.688
VV780,4419,6,18,31.94421,1,2.125899,1,1.308384,0.425095,1.80E-05,0.891612,VV780,VV78088,1.7,1.681
YUYUGO,4420,23,18,3.549451,1,3.50148,0,0.84373,0.283843,0.00034,0.891612,YUYUGO,YUYUGO86,2.8,31.546
ACINTE,4421,3,19,10.540323,1,3.157689,0,1.106672,0.51016,0.000829,0.900926,ACINTE,ACINTE86,2.6,77.4
ACLEGE,4422,3,19,18.225806,1,2.307542,1,1.313234,0.504732,0.000692,0.900926,ACLEGE,ACLEGE86,1.9,64.6
ARMILA,4423,20,19,14.899194,1,2.186092,1,1.09461,0.529756,1.20E-05,0.900926,ARMILA,ARMILA87,1.8,1.1
AD80,4424,7,19,15.604839,1,2.67189,1,1.175921,0.413476,4.90E-05,0.900926,AD80,AD8088,2.2,4.6
AD90,4425,7,19,20.41129,1,2.428991,1,1.175921,0.466117,4.70E-05,0.900926,AD90,AD9088,2,4.4
AD1002,4426,7,19,22.379032,1,2.186092,1,1.375878,0.430464,9.00E-05,0.900926,AD1002,AD100289,1.8,8.4
AD1002,4427,7,19,25.08871,1,2.186092,1,1.375878,0.398406,2.10E-05,0.900926,AD1002,AD100289,1.8,2
BW323,4428,8,19,19.879032,1,2.186092,1,1.103544,0.597865,0.000333,0.900926,BW323,BW32389,1.8,31.1
BW525E,4429,8,19,29.83871,1,2.186092,1,1.280162,0.494845,0.000216,0.900926,BW525E,BW525E89,1.8,20.2
BW635,4430,8,19,37.903226,1,1.821743,1,1.287384,0.589235,1.50E-05,0.900926,BW635,BW63589,1.5,1.4
BW735I,4431,8,19,43.548387,1,1.821743,1,1.403358,0.542373,0.000111,0.900926,BW735I,BW735I87,1.5,10.4
GEOMET,4432,19,19,4.834677,1,6.436827,0,0.90582,0.309148,0.000565,0.900926,GEOMET,GEOMET89,5.3,52.7
CHCOLT,4433,16,19,5.385484,1,3.886386,0,1.041072,0.367347,0.000625,0.900926,CHCOLT,CHCOLT89,3.2,58.3
CHCONQ,4434,16,19,15.301613,1,2.186092,0,1.182956,0.620257,5.40E-05,0.900926,CHCONQ,CHCONQ89,1.8,5
CHMEDA,4435,16,19,8.391129,1,2.79334,0,1.2366,0.388679,4.20E-05,0.900926,CHMEDA,CHMEDA89,2.3,3.9
CHSUMM,4436,16,19,7.537903,1,3.522037,0,1.117557,0.356671,0.000205,0.900926,CHSUMM,CHSUMM89,2.9,19.1
CHVIST,4437,16,19,9.28871,1,2.67189,0,1.144368,0.375854,0.000138,0.900926,CHVIST,CHVIST89,2.2,12.9
CHTC,4438,16,19,26.612903,1,2.064643,1,1.20423,0.615385,3.10E-05,0.900926,CHTC,CHTC89,1.7,2.9
FDFEST,4439,18,19,4.897581,1,4.615083,0,0.88796,0.338587,0.000742,0.900926,FDFEST,FDFEST88,3.8,69.3
HDCIVI,4440,3,19,5.149194,1,4.129285,0,1.024016,0.34774,0.002517,0.900926,HDCIVI,HDCIVI89,3.4,235
HNACCO,4441,3,19,9.491935,1,3.279138,0,1.211178,0.48,0.003878,0.900926,HNACCO,HNACCO89,2.7,362
HNPREL,4442,3,19,11.245968,1,2.79334,1,1.181788,0.404512,0.000459,0.900926,HNPREL,HNPREL89,2.3,42.8
HYEXCE,4443,21,19,5.200806,1,3.279138,0,1.015279,0.315399,0.001585,0.900926,HYEXCE,HYEXCE87,2.7,148
HYSONA,4444,21,19,7.818548,1,2.67189,0,1.269827,0.409836,0.000371,0.900926,HYSONA,HYSONA89,2.2,34.6
ISI-MA,4445,13,19,6.273387,1,4.007835,0,1.004244,0.352823,0.000126,0.900926,ISI-MA,ISI-MA86,3.3,11.8
ISIIMP,4446,13,19,11.555645,1,2.428991,1,1.125352,0.380623,4.70E-05,0.900926,ISIIMP,ISIIMP89,2,4.4
JAGXJ6,4447,22,19,35.483871,1,2.064643,1,1.549596,0.499488,0.000155,0.900926,JAGXJ6,JAGXJ689,1.7,14.5
JAGXJS,4448,22,19,38.709677,1,1.578844,1,1.353402,0.652553,4.70E-05,0.900926,JAGXJS,JAGXJS89,1.3,4.4
MZ323,4449,4,19,5.200806,1,3.157689,0,1.048464,0.390476,0.000652,0.900926,MZ323,MZ32386,2.6,60.9
MZ626,4450,4,19,9.233065,1,2.914789,0,1.192345,0.42471,0.000565,0.900926,MZ626,MZ62688,2.4,52.7
MZMX6,4451,4,19,9.192742,1,2.914789,0,1.29564,0.390071,2.40E-05,0.900926,MZMX6,MZMX688,2.4,2.2
MZ929,4452,4,19,18.467742,1,2.307542,1,1.291839,0.468426,0.000207,0.900926,MZ929,MZ92988,1.9,19.3
MZRX7,4453,4,19,13.951613,1,2.064643,0,1.129835,0.571429,0.000174,0.900926,MZRX7,MZRX789,1.7,16.2
MB190,4454,9,19,25.475806,1,2.307542,1,1.164415,0.534687,0.000155,0.900926,MB190,MB19089,1.9,14.5
